n,Dynamic Programming Memoization,,,,,,,Dynamic Programming Tabulation,,,,,,,Greedy Highest Value,,,,,,,,Greedy Smallest Weight,,,,,,,,Greedy Greatest Worth Ratio,,,,,,,
,Value 1,Time 1,Value 2,Time 2,Value 3,Time 3,Avg Time,Value 1,Time 1,Value 2,Time 2,Value 3,Time 3,Avg Time,Value 1,Time 1,Value 2,Time 2,Value 3,Time 3,Avg Time,Avg % Error,Value 1,Time 1,Value 2,Time 2,Value 3,Time 3,Average Time,Avg % Error,Value 1,Time 1,Value 2,Time 2,Value 3,Time 3,Average Time,Avg % Error
37400,4498,247402,4494,243051,4482,246129,245527,4498,60809,4494,59404,4482,60884,60365,1002,460,1002,447,1503,585,497,73.96%,3014,843,2937,621,3196,652,705,32.11%,4327,280,4198,235,4165,245,253,5.82%
37500,4498,247901,4494,248711,4482,248930,248514,4498,64757,4494,62112,4482,64350,63739,1002,760,1002,477,1503,518,585,73.96%,3014,806,2937,645,3196,762,737,32.11%,4327,434,4198,245,4165,246,308,5.82%
37600,4498,253583,4494,247676,4482,264005,255088,4498,60651,4494,66097,4482,61018,62588,1002,452,1002,488,1503,466,468,73.96%,3014,626,2937,666,3196,626,639,32.11%,4327,260,4198,253,4165,246,253,5.82%
37700,4498,265440,4494,245382,4482,255410,255410,4498,63692,4494,62093,4482,60623,62136,1002,462,1002,461,1503,476,466,73.96%,3014,616,2937,736,3196,633,661,32.11%,4327,238,4198,233,4165,242,237,5.82%
37800,4498,250987,4494,251168,4482,251035,251063,4498,62560,4494,61692,4482,62848,62366,1002,479,1002,441,1503,442,454,73.96%,3014,642,2937,638,3196,622,634,32.11%,4327,246,4198,262,4165,242,250,5.82%
37900,4498,250612,4494,285366,4482,263533,266503,4498,70002,4494,91212,4482,98018,86410,1002,493,1002,487,1503,500,493,73.96%,3014,623,2937,650,3196,628,633,32.11%,4327,238,4198,247,4165,239,241,5.82%
38000,4498,277067,4494,248623,4482,253495,259728,4498,61788,4494,60675,4482,64558,62340,1002,484,1002,477,1503,494,485,73.96%,3014,622,2937,628,3196,630,626,32.11%,4327,245,4198,246,4165,239,243,5.82%
38100,4498,250008,4494,247462,4482,263231,253567,4498,60180,4494,61824,4482,61029,61011,1002,471,1002,449,1503,485,468,73.96%,3014,633,2937,732,3196,644,669,32.11%,4327,245,4198,247,4165,249,247,5.82%
38200,4498,248549,4494,248631,4482,252396,249858,4498,61008,4494,62753,4482,60416,61392,1002,468,1002,610,1503,542,540,73.96%,3014,636,2937,710,3196,640,662,32.11%,4327,246,4198,242,4165,259,249,5.82%
38300,4498,249773,4494,245435,4482,254722,249976,4498,61198,4494,61825,4482,60784,61269,1002,464,1002,459,1503,444,455,73.96%,3014,635,2937,645,3196,627,635,32.11%,4327,246,4198,246,4165,243,245,5.82%
38400,4498,252093,4494,243280,4482,256542,250638,4498,60066,4494,63587,4482,61340,61664,1002,490,1002,473,1503,459,474,73.96%,3014,636,2937,641,3196,768,681,32.11%,4327,258,4198,244,4165,250,250,5.82%
38500,4498,252006,4496,250301,4482,254402,252236,4498,60924,4496,62308,4482,61416,61549,1002,466,1002,458,1503,502,475,73.97%,3014,639,2937,886,3196,676,733,32.12%,4327,268,4198,286,4165,255,269,5.83%
38600,4498,255699,4496,249299,4482,254404,253134,4498,64180,4496,63163,4482,63982,63775,1002,626,1002,462,1503,484,524,73.97%,3014,698,2937,634,3196,641,657,32.12%,4327,262,4198,244,4165,249,251,5.83%
38700,4498,268624,4496,252639,4482,252991,258084,4498,64184,4496,62392,4482,63277,63284,1002,458,1002,459,1503,498,471,73.97%,3014,717,2937,676,3196,653,682,32.12%,4327,250,4198,254,4165,255,253,5.83%
38800,4498,257852,4496,248854,4482,255532,254079,4498,62414,4496,62976,4482,62498,62629,1002,459,1002,472,1503,490,473,73.97%,3014,672,2937,685,3196,639,665,32.12%,4327,246,4198,455,4165,264,321,5.83%
38900,4498,255346,4496,259427,4482,255762,256845,4498,64797,4496,63857,4482,61181,63278,1002,462,1002,535,1503,458,485,73.97%,3014,625,2937,646,3196,635,635,32.12%,4327,245,4198,247,4165,245,245,5.83%
39000,4498,252227,4496,252739,4482,264494,256486,4498,62193,4496,64565,4482,61601,62786,1002,486,1002,473,1503,498,485,73.97%,3014,648,2937,662,3196,640,650,32.12%,4327,246,4198,255,4165,245,248,5.83%
39100,4498,258462,4496,249435,4482,260643,256180,4498,62351,4496,63733,4482,63004,63029,1002,468,1002,466,1503,483,472,73.97%,3014,625,2937,641,3196,634,633,32.12%,4327,262,4198,248,4165,251,253,5.83%
39200,4498,259590,4496,260027,4482,262390,260669,4498,63769,4496,64585,4482,65844,64732,1002,488,1002,477,1503,499,488,73.97%,3014,646,2937,663,3196,641,650,32.12%,4327,250,4198,258,4165,304,270,5.83%
39300,4498,260409,4496,255567,4482,262735,259570,4498,62913,4496,65035,4482,64084,64010,1002,475,1002,515,1503,455,481,73.97%,3014,658,2937,659,3196,671,662,32.12%,4327,278,4198,253,4165,243,258,5.83%
39400,4498,259623,4496,258891,4482,262435,260316,4498,63494,4496,67338,4482,62657,64496,1002,483,1002,467,1503,488,479,73.97%,3014,679,2937,650,3196,650,659,32.12%,4327,261,4198,253,4165,252,255,5.83%
39500,4498,254573,4496,253878,4482,265035,257828,4498,62872,4496,64767,4482,65278,64305,1002,470,1002,461,1503,476,469,73.97%,3014,641,2937,646,3196,676,654,32.12%,4327,248,4198,250,4165,254,250,5.83%
39600,4498,262055,4496,254727,4482,274228,263670,4498,64107,4496,64876,4482,95754,74912,1002,467,1002,470,1503,519,485,73.97%,3014,646,2937,648,3196,715,669,32.12%,4327,251,4198,408,4165,309,322,5.83%
39700,4498,261299,4496,256169,4482,264257,260575,4498,64786,4496,69512,4482,64746,66348,1002,608,1002,508,1503,461,525,73.97%,3014,646,2937,724,3196,678,682,32.12%,4327,250,4198,279,4165,259,262,5.83%
39800,4498,274106,4496,269784,4482,271006,271632,4498,93470,4496,95022,4482,65556,84682,1002,472,1002,470,1503,464,468,73.97%,3014,628,2937,644,3196,662,644,32.12%,4327,254,4198,253,4165,259,255,5.83%
39900,4498,263517,4496,288750,4482,261607,271291,4498,71925,4496,64193,4482,65173,67097,1002,532,1002,503,1503,702,579,73.97%,3014,677,2937,697,3196,674,682,32.12%,4327,251,4198,294,4165,257,267,5.83%
40000,4498,263055,4496,261878,4482,268306,264413,4498,66628,4496,66887,4482,63963,65826,1002,510,1002,532,1503,471,504,73.97%,3014,654,2937,672,3196,666,664,32.12%,4327,258,4198,255,4165,255,256,5.83%
40100,4498,291038,4496,262418,4482,265572,273009,4498,63953,4496,64097,4482,64658,64236,1002,467,1002,494,1503,511,490,73.97%,3014,656,2937,662,3196,658,658,32.12%,4327,256,4198,257,4165,257,256,5.83%
40200,4498,264065,4496,266865,4482,266330,265753,4498,65456,4496,67670,4482,66378,66501,1002,494,1002,488,1503,468,483,73.97%,3014,660,2937,697,3196,671,676,32.12%,4327,254,4198,333,4165,255,280,5.83%
40300,4498,267815,4496,262571,4482,266377,265587,4498,66120,4496,67322,4482,67106,66849,1002,844,1002,493,1503,493,610,73.97%,3014,1257,2937,686,3196,688,877,32.12%,4327,300,4198,264,4165,261,275,5.83%
40400,4498,267693,4496,261929,4482,270200,266607,4498,65931,4496,66590,4482,67041,66520,1002,476,1002,496,1503,489,487,73.97%,3014,662,2937,660,3196,643,655,32.12%,4327,255,4198,298,4165,256,269,5.83%
40500,4498,262588,4496,262104,4482,267202,263964,4498,65964,4496,66348,4482,66091,66134,1002,519,1002,476,1503,494,496,73.97%,3014,663,2937,641,3196,687,663,32.12%,4327,263,4198,255,4165,433,317,5.83%
40600,4498,268114,4496,264524,4482,266795,266477,4498,64083,4496,65611,4482,68304,65999,1002,471,1002,542,1503,496,503,73.97%,3014,696,2937,662,3196,681,679,32.12%,4327,269,4198,283,4165,292,281,5.83%
40700,4498,264068,4496,264897,4482,271548,266837,4498,63906,4496,72110,4482,66463,67493,1002,509,1002,517,1503,469,498,73.97%,3014,684,2937,713,3196,702,699,32.12%,4327,259,4198,273,4165,259,263,5.83%
40800,4498,267775,4496,263779,4482,274933,268829,4498,67623,4496,68397,4482,71094,69038,1002,490,1002,465,1503,472,475,73.97%,3014,681,2937,661,3196,652,664,32.12%,4327,269,4198,258,4165,254,260,5.83%
40900,4498,265658,4496,267644,4482,269847,267716,4498,67535,4496,70117,4482,67763,68471,1002,497,1002,494,1503,489,493,73.97%,3014,660,2937,638,3196,727,675,32.12%,4327,258,4198,261,4165,257,258,5.83%
41000,4498,265066,4496,261116,4482,269258,265146,4498,64105,4496,67573,4482,65741,65806,1002,502,1002,492,1503,504,499,73.97%,3014,670,2937,672,3196,667,669,32.12%,4327,259,4198,261,4165,264,261,5.83%
41100,4498,270487,4496,268062,4482,272109,270219,4498,65488,4496,66637,4482,67231,66452,1002,507,1002,540,1503,515,520,73.97%,3014,680,2937,677,3196,664,673,32.12%,4327,429,4198,273,4165,266,322,5.83%
41200,4498,268407,4496,270047,4483,274643,271032,4498,66064,4496,74284,4483,68533,69627,1002,506,1002,538,1503,485,509,73.97%,3014,668,2937,746,3196,677,697,32.13%,4327,268,4198,294,4165,264,275,5.84%
41300,4498,272105,4496,268080,4483,314873,285019,4498,67740,4496,76997,4483,97759,80832,1002,510,1002,538,1503,479,509,73.97%,3014,755,2937,667,3196,669,697,32.13%,4327,264,4198,266,4165,258,262,5.84%
41400,4498,273381,4496,300361,4483,274575,282772,4498,74241,4496,67925,4483,68448,70204,1002,516,1002,549,1503,533,532,73.97%,3014,661,2937,701,3196,668,676,32.13%,4327,261,4198,345,4165,269,291,5.84%
41500,4498,299550,4496,269230,4483,275606,281462,4498,67566,4496,66755,4483,65673,66664,1002,513,1002,513,1503,475,500,73.97%,3014,685,2937,656,3196,646,662,32.13%,4327,270,4198,260,4165,256,262,5.84%
41600,4498,273219,4496,271525,4483,277071,273938,4498,66698,4496,68327,4483,68057,67694,1002,529,1002,512,1503,494,511,73.97%,3014,667,2937,692,3196,676,678,32.13%,4327,274,4198,269,4165,268,270,5.84%
41700,4498,273828,4496,282172,4483,275309,277103,4498,68557,4496,69362,4483,73167,70362,1002,496,1002,489,1503,506,497,73.97%,3014,845,2937,683,3196,704,744,32.13%,4327,289,4198,258,4165,273,273,5.84%
41800,4498,275479,4496,271083,4483,274195,273585,4498,67291,4496,66919,4483,67866,67358,1002,498,1002,506,1503,494,499,73.97%,3014,682,2937,708,3196,655,681,32.13%,4327,265,4198,273,4165,267,268,5.84%
41900,4498,274586,4496,267801,4489,277312,273233,4498,68639,4496,66686,4489,71375,68900,1002,493,1002,518,1503,510,507,73.99%,3014,839,2937,677,3196,820,778,32.16%,4327,262,4198,273,4165,303,279,5.88%
42000,4498,275449,4496,270287,4489,280417,275384,4498,66267,4496,70851,4489,67598,68238,1002,539,1002,519,1503,504,520,73.99%,3014,660,2937,691,3196,672,674,32.16%,4327,265,4198,277,4165,267,269,5.88%
42100,4498,279138,4496,277350,4489,282370,279619,4498,66626,4496,69258,4489,68963,68282,1002,507,1002,506,1503,504,505,73.99%,3014,690,2937,677,3196,682,683,32.16%,4327,289,4198,266,4165,266,273,5.88%
42200,4498,277104,4496,278739,4489,280102,278648,4498,73556,4496,72205,4489,70684,72148,1002,577,1002,526,1503,663,588,73.99%,3014,727,2937,697,3196,726,716,32.16%,4327,309,4198,276,4165,271,285,5.88%
42300,4498,277579,4496,279326,4489,279871,278925,4498,68466,4496,69111,4489,70414,69330,1002,504,1002,499,1503,512,505,73.99%,3014,678,2937,676,3196,691,681,32.16%,4327,272,4198,267,4165,268,269,5.88%
42400,4498,284945,4496,271909,4489,282903,279919,4498,69320,4496,69328,4489,71460,70036,1002,534,1002,492,1503,601,542,73.99%,3014,692,2937,795,3196,681,722,32.16%,4327,277,4198,281,4165,285,281,5.88%
42500,4498,276205,4496,274691,4489,285965,278953,4498,73802,4496,70629,4489,68856,71095,1002,510,1002,506,1503,758,591,73.99%,3014,737,2937,878,3196,711,775,32.16%,4327,281,4198,303,4165,263,282,5.88%
42600,4498,279700,4496,277257,4489,284986,280647,4498,71589,4496,73060,4489,69988,71545,1002,521,1002,519,1503,519,519,73.99%,3014,695,2937,684,3196,729,702,32.16%,4327,265,4198,270,4165,270,268,5.88%
42700,4498,287658,4496,278683,4489,289416,285252,4498,70186,4496,72523,4489,72033,71580,1002,497,1002,528,1503,528,517,73.99%,3014,700,2937,713,3196,746,719,32.16%,4327,269,4198,280,4165,275,274,5.88%
42800,4498,283087,4496,278930,4489,285761,282592,4498,68537,4496,70718,4489,69954,69736,1002,530,1002,657,1503,497,561,73.99%,3014,693,2937,723,3196,682,699,32.16%,4327,270,4198,277,4165,265,270,5.88%
42900,4498,277751,4496,277801,4489,294945,283499,4498,68813,4496,70236,4489,102738,80595,1002,529,1002,572,1503,536,545,73.99%,3014,710,2937,690,3196,702,700,32.16%,4327,289,4198,275,4165,441,335,5.88%
43000,4498,292287,4496,282960,4489,287714,287653,4498,101197,4496,72715,4489,72166,82026,1002,508,1002,485,1503,542,511,73.99%,3014,723,2937,656,3196,732,703,32.16%,4327,275,4198,271,4165,280,275,5.88%
43100,4498,287311,4496,287509,4489,297073,290631,4498,102584,4496,73039,4489,71803,82475,1002,524,1002,508,1503,518,516,73.99%,3014,691,2937,692,3196,750,711,32.16%,4327,274,4198,280,4165,289,281,5.88%
43200,4498,284031,4496,316225,4489,286299,295518,4498,70271,4496,70947,4489,69868,70362,1002,9171,1002,526,1503,499,3398,73.99%,3014,770,2937,703,3196,685,719,32.16%,4327,278,4198,284,4165,274,278,5.88%
43300,4498,319854,4496,279906,4489,290980,296913,4498,71725,4496,70925,4489,72593,71747,1002,515,1002,527,1503,515,519,73.99%,3014,694,2937,675,3196,749,706,32.16%,4327,277,4198,355,4165,280,304,5.88%
43400,4498,292127,4496,283289,4489,290987,288801,4498,71962,4496,74602,4489,70995,72519,1002,502,1002,531,1503,520,517,73.99%,3014,685,2937,693,3196,695,691,32.16%,4327,463,4198,273,4165,280,338,5.88%
43500,4498,290068,4498,281711,4489,315362,295713,4498,75008,4498,70193,4489,73030,72743,1002,507,1002,529,1503,532,522,73.99%,3014,705,2937,887,3196,704,765,32.17%,4327,281,4198,291,4165,282,284,5.90%
43600,4498,297536,4498,291898,4489,312937,300790,4498,73217,4498,73966,4489,72457,73213,1002,528,1002,529,1503,553,536,73.99%,3014,724,2937,703,3196,708,711,32.17%,4327,287,4198,278,4165,291,285,5.90%
43700,4498,289655,4498,286435,4489,290852,288980,4498,73038,4498,70882,4489,70627,71515,1002,671,1002,551,1503,535,585,73.99%,3014,732,2937,912,3196,693,779,32.17%,4327,299,4198,295,4165,277,290,5.90%
43800,4498,283309,4498,290839,4489,291818,288655,4498,70076,4498,73352,4489,72297,71908,1002,620,1002,549,1503,535,568,73.99%,3014,716,2937,730,3196,680,708,32.17%,4327,288,4198,283,4165,277,282,5.90%
43900,4498,285737,4498,284652,4489,290635,287008,4498,71206,4498,70660,4489,70665,70843,1002,543,1002,751,1503,537,610,73.99%,3014,691,2937,1147,3196,692,843,32.17%,4327,281,4198,457,4165,280,339,5.90%
44000,4498,288733,4498,288724,4489,300932,292796,4498,71984,4498,71799,4489,70955,71579,1002,525,1002,541,1503,528,531,73.99%,3014,726,2937,714,3196,707,715,32.17%,4327,288,4198,283,4165,278,283,5.90%
44100,4498,290678,4498,288393,4489,297322,292131,4498,72468,4498,71690,4489,74303,72820,1002,562,1002,539,1503,536,545,73.99%,3014,705,2937,712,3196,698,705,32.17%,4327,299,4198,285,4165,302,295,5.90%
44200,4498,294417,4498,294028,4489,294548,294331,4498,73369,4498,71162,4489,74322,72951,1002,972,1002,536,1503,553,687,73.99%,3014,693,2937,695,3196,762,716,32.17%,4327,319,4198,286,4165,442,349,5.90%
44300,4498,291821,4498,285591,4489,296362,291258,4498,72655,4498,73137,4489,71981,72591,1002,531,1002,570,1503,529,543,73.99%,3014,716,2937,720,3196,694,710,32.17%,4327,289,4198,287,4165,281,285,5.90%
44400,4498,298013,4498,287113,4489,295958,293694,4498,70823,4498,72418,4489,72241,71827,1002,527,1002,529,1503,643,566,73.99%,3014,706,2937,861,3196,719,762,32.17%,4327,289,4198,310,4165,290,296,5.90%
44500,4498,296069,4498,310532,4489,335885,314162,4498,72264,4498,109869,4489,74408,85513,1002,579,1002,584,1503,663,608,73.99%,3014,709,2937,707,3196,716,710,32.17%,4327,289,4198,282,4165,291,287,5.90%
44600,4498,298132,4498,288899,4489,296486,294505,4498,72995,4498,74106,4489,72908,73336,1002,560,1002,554,1503,517,543,73.99%,3014,711,2937,812,3196,707,743,32.17%,4327,283,4198,341,4165,287,303,5.90%
44700,4498,328643,4498,293553,4489,302327,308174,4498,79728,4498,74488,4489,72758,75658,1002,560,1002,555,1503,534,549,73.99%,3014,707,2937,721,3196,713,713,32.17%,4327,288,4198,819,4165,286,464,5.90%
44800,4498,293062,4498,296999,4489,301249,297103,4498,73849,4498,74914,4489,74632,74465,1002,528,1002,721,1503,543,597,73.99%,3014,716,2937,838,3196,774,776,32.17%,4327,284,4198,283,4165,329,298,5.90%
44900,4498,295169,4498,289841,4489,307844,297618,4498,74811,4498,73487,4489,75628,74642,1002,584,1002,530,1503,609,574,73.99%,3014,728,2937,698,3196,713,713,32.17%,4327,361,4198,285,4165,342,329,5.90%
45000,4498,301781,4498,294505,4489,296692,297659,4498,76299,4498,72469,4489,73129,73965,1002,578,1002,517,1503,547,547,73.99%,3014,722,2937,696,3196,779,732,32.17%,4327,290,4198,278,4165,286,284,5.90%
45100,4498,302500,4498,295069,4489,301308,299625,4498,75962,4498,76667,4489,77755,76794,1002,547,1002,581,1503,700,609,73.99%,3014,739,2937,741,3196,744,741,32.17%,4327,321,4198,311,4165,301,311,5.90%
45200,4498,300702,4498,300877,4489,301699,301092,4498,75082,4498,73457,4489,74922,74487,1002,557,1002,542,1503,541,546,73.99%,3014,704,2937,720,3196,711,711,32.17%,4327,285,4198,287,4165,286,286,5.90%
45300,4498,299598,4498,300833,4489,304013,301481,4498,74311,4498,77831,4489,76125,76089,1002,556,1002,548,1503,571,558,73.99%,3014,783,2937,728,3196,816,775,32.17%,4327,292,4198,292,4165,288,290,5.90%
45400,4498,301412,4498,297848,4489,297227,298829,4498,76990,4498,73726,4489,77317,76011,1002,589,1002,535,1503,531,551,73.99%,3014,782,2937,712,3196,781,758,32.17%,4327,316,4198,292,4165,292,300,5.90%
45500,4498,299889,4498,300382,4489,305272,301847,4498,74990,4498,76257,4489,74725,75324,1002,571,1002,543,1503,544,552,73.99%,3014,725,2937,706,3196,750,727,32.17%,4327,293,4198,290,4165,341,308,5.90%
45600,4498,301245,4498,298256,4489,301858,300453,4498,75044,4498,73433,4489,74538,74338,1002,544,1002,533,1503,612,563,73.99%,3014,718,2937,702,3196,846,755,32.17%,4327,299,4198,286,4165,293,292,5.90%
45700,4498,298938,4498,297615,4489,301496,299349,4498,73872,4498,77124,4489,76083,75693,1002,542,1002,546,1503,563,550,73.99%,3014,717,2937,766,3196,735,739,32.17%,4327,288,4198,348,4165,294,310,5.90%
45800,4498,308361,4498,298376,4489,314704,307147,4498,74774,4498,75393,4489,74580,74915,1002,528,1002,611,1503,538,559,73.99%,3014,721,2937,745,3196,700,722,32.17%,4327,287,4198,297,4165,283,289,5.90%
45900,4498,298004,4498,298732,4489,309359,302031,4498,77144,4498,76397,4489,76577,76706,1002,538,1002,552,1503,539,543,73.99%,3014,722,2937,745,3196,877,781,32.17%,4327,289,4198,304,4165,338,310,5.90%
46000,4498,306642,4498,298462,4489,340475,315193,4498,74913,4498,88439,4489,75182,79511,1002,561,1002,782,1503,549,630,73.99%,3014,735,2937,748,3196,749,744,32.17%,4327,292,4198,301,4165,298,297,5.90%
46100,4498,344718,4498,301321,4489,308167,318068,4498,74629,4498,77052,4489,82277,77986,1002,545,1002,541,1503,554,546,73.99%,3014,737,2937,735,3196,734,735,32.17%,4327,296,4198,345,4165,302,314,5.90%
46200,4498,303459,4498,301592,4489,303851,302967,4498,79298,4498,76213,4489,76436,77315,1002,572,1002,547,1503,553,557,73.99%,3014,748,2937,767,3196,768,761,32.17%,4327,302,4198,302,4165,304,302,5.90%
46300,4498,315318,4498,302121,4489,306762,308067,4498,74892,4498,75623,4489,79786,76767,1002,651,1002,544,1503,673,622,73.99%,3014,748,2937,762,3196,735,748,32.17%,4327,297,4198,296,4165,305,299,5.90%
46400,4498,307281,4498,304353,4489,305695,305776,4498,82225,4498,76850,4489,80955,80010,1002,552,1002,545,1503,686,594,73.99%,3014,728,2937,730,3196,747,735,32.17%,4327,363,4198,298,4165,308,323,5.90%
46500,4498,308209,4498,303382,4489,308044,306545,4498,79312,4498,77703,4489,75544,77519,1002,545,1002,558,1503,545,549,73.99%,3014,715,2937,804,3196,734,751,32.17%,4327,292,4198,296,4165,303,297,5.90%
46600,4498,310303,4498,301585,4493,308169,306685,4498,78189,4498,78093,4493,77069,77783,1002,564,1002,545,1503,572,560,74.00%,3014,733,2937,795,3196,808,778,32.19%,4327,301,4198,297,4165,297,298,5.92%
46700,4498,306745,4498,313867,4493,307815,309475,4498,76875,4498,77387,4493,77829,77363,1002,537,1002,567,1503,546,550,74.00%,3014,754,2937,729,3196,729,737,32.19%,4327,301,4198,374,4165,300,325,5.92%
46800,4498,312150,4498,304826,4493,312122,309699,4498,77588,4498,78713,4493,74994,77098,1002,564,1002,567,1503,550,560,74.00%,3014,729,2937,773,3196,1149,883,32.19%,4327,303,4198,290,4165,319,304,5.92%
46900,4498,317849,4498,307935,4493,309903,311895,4498,76653,4498,77000,4493,80826,78159,1002,566,1002,578,1503,546,563,74.00%,3014,711,2937,739,3196,722,724,32.19%,4327,292,4198,298,4165,308,299,5.92%
47000,4498,312560,4498,307083,4493,307712,309118,4498,77742,4498,77261,4493,76421,77141,1002,579,1002,551,1503,649,593,74.00%,3014,745,2937,765,3196,808,772,32.19%,4327,333,4198,307,4165,392,344,5.92%
47100,4498,308091,4498,307190,4493,321088,312123,4498,75910,4498,76898,4493,80639,77815,1002,621,1002,570,1503,545,578,74.00%,3014,741,2937,737,3196,732,736,32.19%,4327,304,4198,303,4165,335,314,5.92%
47200,4498,307463,4498,301540,4493,315544,308182,4498,74684,4498,77718,4493,79443,77281,1002,625,1002,545,1503,562,577,74.00%,3014,726,2937,865,3196,809,800,32.19%,4327,292,4198,310,4165,333,311,5.92%
47300,4498,310576,4498,311037,4493,312419,311344,4498,77199,4498,80142,4493,76901,78080,1002,624,1002,607,1503,550,593,74.00%,3014,751,2937,748,3196,751,750,32.19%,4327,309,4198,312,4165,310,310,5.92%
47400,4498,312701,4498,308998,4493,316150,312616,4498,79314,4498,78885,4493,77570,78589,1002,562,1002,535,1503,578,558,74.00%,3014,734,2937,965,3196,744,814,32.19%,4327,303,4198,305,4165,308,305,5.92%
